Epoch,Train Loss,Val Loss,Learning Rate,RMSE,MAE,R2
1,0.027978407744746085,0.006801609474068952,0.0095005,8297.69616883523,6612.875119187075,0.590386669666751
2,0.005798168909666296,0.004594022293459231,0.009001,6819.432443593108,4885.667003755344,0.723334193410653
3,0.004563207181353499,0.003865768546963185,0.0085015,6255.609151745491,4217.282546852367,0.7671918191045697
4,0.003719150166048776,0.0033232959685389686,0.008002,5800.109499050303,3636.69423467152,0.7998611454323983
5,0.0031421644643784383,0.002916817619944356,0.0075025000000000005,5433.83340896574,3198.5595208349796,0.8243404911976873
6,0.002813652175140794,0.0027548223973423163,0.007003,5280.784984421622,3044.2011070092217,0.8340963295593391
7,0.0026544850763888742,0.0027470752170870747,0.0065035,5273.354378988128,3047.9792208693766,0.8345628879992408
8,0.0025705470496326086,0.002762665344540702,0.006004,5288.296808297491,3062.218918495278,0.8336240037467787
9,0.0025186299297008923,0.0027381131155604474,0.0055045,5264.74541448685,3046.3577150509573,0.8351026126434008
10,0.0024706430132273144,0.0026427859875142465,0.005005,5172.287773355741,2959.2227721502954,0.8408434983174424
11,0.0024225311267777713,0.0025497757981354503,0.0045055,5080.4558254590465,2889.6266603084728,0.8464448509931028
12,0.0023844482124701005,0.002490736072957506,0.004005999999999999,5021.292695884921,2849.735592474916,0.8500004003883304
13,0.0023575671496030835,0.0024578974642534696,0.003506499999999999,4988.081755218484,2827.29866738076,0.8519780399346837
14,0.0023368771907967436,0.0024351028662467538,0.0030069999999999993,4964.898085682853,2814.209591732758,0.8533507990204171
15,0.0023203654334834883,0.0024078656279841364,0.0025074999999999993,4937.053186515568,2794.193487050967,0.8549911072322256
16,0.002305356083352784,0.002382087921582217,0.0020079999999999994,4910.554955704772,2778.4998061462998,0.8565435180561489
17,0.002289812592910123,0.0023621629265176023,0.0015084999999999994,4889.974639531959,2769.1407514111565,0.8577434610426443
18,0.002274168488527525,0.002359915998866575,0.0010089999999999995,4887.648374649202,2767.331008505916,0.8578787777675554
19,0.002267124442456533,0.002337289252232811,0.0005094999999999995,4864.160685581616,2765.003799752732,0.8592414283399821
20,0.002260898490138094,0.002332575561851491,1e-05,4859.253351352624,2765.831106230312,0.8595253009178789
20,0.002260898490138094,0.002332575561851491,1e-05,4859.253351352624,2765.831106230312,0.8595253009178789
