Epoch,Train Loss,Val Loss,Learning Rate,RMSE,MAE,R2
1,0.02643243809273885,0.008294583983097122,0.0099001,9163.238418197665,7141.254768732595,0.5185713882632401
2,0.008522338033331462,0.004961342346397786,0.0098002,7086.818007422171,5114.097406634006,0.7120371361548108
3,0.007776080546833027,0.0048156842696706,0.0097003,6982.013513099718,5255.501473403114,0.7204913233461051
4,0.007037322265542166,0.004767009690676368,0.0096004,6946.638510564894,5338.42170378105,0.7233164602112951
5,0.006157219814565291,0.003537619764161704,0.0095005,5984.215959312684,4548.183648842309,0.7946718756017745
6,0.005467643246653912,0.003112427317049299,0.0094006,5613.0807677582725,4221.868533615913,0.8193506069222871
7,0.0052691975060226055,0.0031078038851761257,0.0093007,5608.9101737659485,4239.094738661844,0.8196189570158781
8,0.005190749490739869,0.0032805203154674945,0.0092008,5762.660680623863,4470.645483693225,0.8095942672389407
9,0.00518723351031495,0.0035149176311957808,0.0091009,5964.9836599204355,4742.119575568363,0.7959895373892156
10,0.005189725162891198,0.0034837194759037666,0.009001,5938.452273737726,4729.560000135737,0.797800319535926
11,0.005154473980071465,0.0034264189347362533,0.0089011,5889.411674560336,4717.446692610512,0.8011261186407704
12,0.005147794376464324,0.003274726957192584,0.0088012,5757.5700384084685,4565.21599792632,0.8099305214063912
13,0.005106827947232479,0.003148698653635158,0.0087013,5645.692648458804,4470.240091234327,0.8172453706314797
14,0.005079051804652018,0.003072741626834941,0.0086014,5577.180550732145,4418.876040641172,0.8216540168081413
15,0.005068554063674426,0.003023309266422105,0.0085015,5532.137550463174,4375.203905919274,0.8245231363079161
16,0.005062186936492355,0.0029740611524272658,0.0084016,5486.89474660253,4339.849673504546,0.827381561902196
17,0.005057233582341919,0.0029442069270630266,0.0083017,5459.2860085675,4304.524708788197,0.8291143405805323
18,0.005056531195189414,0.002942087730448399,0.0082018,5457.320898214058,4325.565424952231,0.8292373415515586
19,0.005026481685079647,0.0029406834262667002,0.0081019,5456.018310734664,4326.911692892224,0.8293188492213862
20,0.005028952549877896,0.002892407502871364,0.008002,5411.048442075556,4268.865972572303,0.832120847588982
21,0.005021904782684373,0.0028873881100309846,0.0079021,5406.351321900308,4262.863780531237,0.8324121797801844
22,0.005018403819678862,0.0028679966645694583,0.0078022000000000005,5388.16644765942,4243.595231897901,0.8335376848913671
23,0.005022083202215397,0.0028549785792445085,0.0077023000000000005,5375.923862168928,4223.587014759306,0.8342932717608513
24,0.005016844810968999,0.002848174082044046,0.0076024000000000005,5369.51360721509,4215.465747514666,0.8346882137672811
25,0.00501974881449362,0.0028415290735788693,0.0075025000000000005,5363.246206071035,4203.650812308886,0.8350738988368263
26,0.0050167198864513474,0.002828629361460488,0.0074026000000000005,5351.058572549664,4189.8570133517205,0.8358226151690271
27,0.005016715775122888,0.0028387090093570004,0.0073027000000000005,5360.5841792498895,4198.851022269583,0.8352375790896405
28,0.005027413140187375,0.0028285390100730276,0.0072028000000000005,5350.973110764916,4185.424644866592,0.8358278592829118
