Epoch,Train Loss,Val Loss,Learning Rate,RMSE,MAE,R2
1,0.13772234448810086,0.0684318639362354,0.09900010000000001,14018.479835063845,11107.335901603838,-0.18497803395868773
2,0.053702372845657785,0.05830374160472339,0.09800020000000001,12939.57313762919,10504.898393783868,-0.009597709680640332
3,0.049977945934677165,0.05762156831769472,0.09700030000000001,12863.65173992123,10527.874731000735,0.002214921365557565
4,0.04970579781468817,0.05747993849777419,0.0960004,12847.833031560207,10526.380847504975,0.0046674079106517885
5,0.049607014817217965,0.057390040350483645,0.0950005,12837.782147972628,10519.714954059758,0.006224099833177288
6,0.04952088552106982,0.05730580512973629,0.0940006,12828.357250320809,10511.759572558469,0.0076827315367400395
7,0.04943329993985969,0.05721303559339007,0.0930007,12817.96944770221,10502.572795934657,0.009289144930553328
8,0.04934047276157621,0.057113391373996125,0.09200080000000001,12806.802471930632,10492.669738907825,0.011014601529292123
9,0.049243068217126956,0.05700875037933578,0.09100090000000001,12795.065023781466,10482.197582386192,0.012826583155857718
10,0.04914051765948358,0.05689839141880517,0.090001,12782.674521453078,10471.064881876686,0.014737578071927104
11,0.04903317394768337,0.056781796338073676,0.0890011,12769.570800617956,10459.29487662297,0.016756558727827886
12,0.04891842662418933,0.05665771776987754,0.0880012,12755.611251275239,10446.808970425782,0.018905124751609548
13,0.04879707943291447,0.05652987689080402,0.0870013,12741.212423376064,10434.366919701606,0.021118839603585737
14,0.04867334130281295,0.0564030195104014,0.0860014,12726.908264904918,10421.823151589697,0.023315524021867207
15,0.04854652784427565,0.056274192933198686,0.08500150000000001,12712.365592178745,10408.864516127484,0.025546307393740864
16,0.04841251084974845,0.056138858126269,0.08400160000000001,12697.0702936639,10394.871041251941,0.02788978840123091
17,0.04827097488547052,0.055995310321007574,0.0830017,12680.826614568332,10379.757265035985,0.030375487113402322
18,0.04812243828921304,0.05584472445253265,0.0820018,12663.764124624178,10363.896474111767,0.032983058149808175
19,0.04796729066311435,0.05568794092951436,0.0810019,12645.974932539624,10347.254938327334,0.035697948848042116
20,0.047804789794364005,0.05552143917546151,0.080002,12627.055636909065,10329.521992126238,0.03858112212170983
21,0.0476331890457313,0.05534414273630682,0.0790021,12606.878547410091,10310.375581219008,0.04165121803628513
22,0.04745105650136771,0.055154043409545446,0.0780022,12585.20849789346,10289.919263428335,0.04494301097491493
23,0.04725749570511493,0.054949186607006206,0.0770023,12561.814347008847,10267.752763714421,0.04849034692563792
24,0.047049279896697806,0.0547309517599358,0.0760024,12536.844432385735,10244.008073733079,0.05226933941755307
25,0.04682645948781546,0.05449732258843324,0.0750025,12510.057898551137,10218.497800147585,0.05631490270339956
26,0.04658840213286103,0.05424501831303511,0.0740026,12481.065623117041,10190.632687792253,0.060683847329827234
27,0.04633257259900844,0.05397400091638577,0.0730027,12449.847811786718,10160.317073601109,0.06537683161196506
28,0.0460597074658324,0.053682339148769714,0.0720028,12416.164341024636,10127.60720109619,0.07042729740510245
29,0.04577008851263388,0.053370657295475875,0.07100290000000001,12380.0674912072,10092.848419377566,0.07582443447681653
30,0.045462041530078295,0.05304108716707137,0.070003,12341.784107238733,10055.293690336868,0.08153132802529794
31,0.045134804893885355,0.052682552171264704,0.0690031,12300.000795087572,10013.41097697964,0.08773978224528323
32,0.04478396224165798,0.05229339331405511,0.0680032,12254.48737132014,9967.215346921977,0.09447852456484829
33,0.04441287324251652,0.051882369678624356,0.0670033,12206.232514091305,9918.598934601605,0.10159588117926333
34,0.04402309392667893,0.05145185976671989,0.06600339999999999,12155.484537218043,9868.009194866354,0.10905066553942044
35,0.04361779934146551,0.051005383802041324,0.06500349999999999,12102.629726726262,9815.140077399898,0.11678192084071692
36,0.043191813738032984,0.050528337580657876,0.0640036,12045.89966641461,9757.97345930521,0.1250425360133378
37,0.04274405705238093,0.05002184740172201,0.0630037,11985.374260902217,9696.34054820001,0.1338130078656613
38,0.04226811813441056,0.04948335986271408,0.0620038,11920.688143876529,9630.978313082693,0.1431375515589247
39,0.04175998027590449,0.04889363631171418,0.0610039,11849.442160930053,9558.928304214154,0.1533493069291153
40,0.0412011200109015,0.04817054988408347,0.060004,11761.495277795384,9472.76858604099,0.16587039701946316
41,0.040482468411077034,0.047184174006358076,0.0590041,11640.453892838092,9360.040283912145,0.18295065292803303
42,0.03963079804253398,0.04635166204146145,0.0580042,11537.30549015033,9260.774883249615,0.19736657461518015
43,0.038884787730299644,0.04555502955621044,0.0570043,11437.731648433579,9155.970108110656,0.2111612010050149
44,0.03814880662036292,0.04474390167796272,0.056004399999999996,11335.44730956076,9045.149750180268,0.22520683213601356
45,0.03739416349079558,0.04392033860059014,0.0550045,11230.641817391797,8930.594447903752,0.23946779333349466
46,0.036609098334999014,0.04308467862808669,0.0540046,11123.287578192698,8812.474246311784,0.253938226466776
47,0.0358311597667172,0.04223022482279778,0.053004699999999995,11012.436908640297,8688.667109937332,0.26873409687070426
48,0.035020035876506525,0.041357085135010366,0.0520048,10897.997338656041,8559.897054636946,0.28385353525937174
49,0.0342099827614224,0.04048104883780726,0.0510049,10781.957477299577,8434.840230944335,0.2990231318394604
50,0.03338920496043834,0.039607829191438224,0.050004999999999994,10665.034306062005,8313.737733438087,0.3141439548048064
51,0.03258180763269705,0.038744080296099166,0.049005099999999996,10548.104279359903,8192.35862903701,0.3291007806014353
52,0.03176177624471017,0.037893987665682353,0.0480052,10431.743292507075,8070.5112247321895,0.34382113214428833
53,0.030979154505249667,0.037062047212391036,0.04700529999999999,10316.5963616424,7958.202362897682,0.35822715743727807
54,0.030202539660467192,0.03626802949618978,0.046005399999999995,10205.486597219173,7851.626436255824,0.3719765060323895
55,0.029462070034342785,0.03550638632526368,0.0450055,10097.75835557723,7748.283755473888,0.3851652513821152
56,0.02875037931661805,0.03477854286774277,0.04400559999999999,9993.72575923074,7646.432021538389,0.397768715027742
57,0.02806892956532833,0.034080733665267045,0.043005699999999994,9892.958886946704,7547.839550465315,0.4098521002998199
58,0.027406024418651337,0.033409279552883565,0.042005799999999996,9795.019204003034,7456.6347786800625,0.4214791162572844
59,0.026777915238924622,0.03277190676773604,0.0410059,9701.135975486153,7371.376516040894,0.43251597403667574
60,0.026178803208280088,0.03216466439531546,0.04000599999999999,9610.8378202316,7289.6925334400485,0.44303108835941063
61,0.02560825463577491,0.031597531832297854,0.039006099999999995,9525.731074655669,7214.715094821105,0.45285165426047624
62,0.025067829766350577,0.031060954915430143,0.0380062,9444.503636802341,7142.634138867858,0.4621431132891236
63,0.024553434077638527,0.03056299505739591,0.03700629999999999,9368.4920407256,7084.766005609347,0.470765872624067
64,0.02406532658084552,0.03009072384307139,0.036006399999999994,9295.827457256373,7034.0853704467545,0.4789438029456353
65,0.023606594357100975,0.029668618877931582,0.035006499999999996,9230.397444964343,6988.876841058669,0.4862530457887301
