Epoch,Train Loss,Val Loss,RMSE,MAE,R2
25,0.20836104012034956,0.24214590246162512,13140.128650008257,10226.385620527526,-0.17672650612528984
26,0.20693796140201023,0.24057825269588282,13140.128650008257,10226.385620527526,-0.17672650612528984
27,0.20552873783289288,0.23902526824424186,13140.128650008257,10226.385620527526,-0.17672650612528984
28,0.2041337375311672,0.2374872851046989,13140.128650008257,10226.385620527526,-0.17672650612528984
29,0.20275254968140893,0.2359637101341498,13140.128650008257,10226.385620527526,-0.17672650612528984
30,0.20138478562412165,0.23445436070588577,13140.128650008257,10226.385620527526,-0.17672650612528984
31,0.20003029067644654,0.23295907018654846,13140.128650008257,10226.385620527526,-0.17672650612528984
32,0.1986889235400566,0.23147769350019107,13140.128650008257,10226.385620527526,-0.17672650612528984
33,0.19736054589182378,0.23001008719648985,13140.128650008257,10226.385620527526,-0.17672650612528984
34,0.19604502097416196,0.2285561094311139,13140.128650008257,10226.385620527526,-0.17672650612528984
35,0.19474221382479542,0.22711562018503123,13140.128650008257,10226.385620527526,-0.17672650612528984
36,0.19345205436654955,0.22568860906387822,13140.128650008257,10226.385620527526,-0.17672650612528984
37,0.1921744507350123,0.2242748990804589,13140.128650008257,10226.385620527526,-0.17672650612528984
38,0.1909091652469972,0.22287432150293288,13140.128650008257,10226.385620527526,-0.17672650612528984
39,0.18965606873369947,0.22148668168750973,13140.128650008257,10226.385620527526,-0.17672650612528984
40,0.1884150334811379,0.2201118470984119,13140.128650008257,10226.385620527526,-0.17672650612528984
41,0.18718593321263338,0.21874968667441783,13140.128650008257,10226.385620527526,-0.17672650612528984
42,0.18596864307151278,0.21740007081119378,13140.128650008257,10226.385620527526,-0.17672650612528984
43,0.18476303960403373,0.21606287134385505,13140.128650008257,10226.385620527526,-0.17672650612528984
44,0.18356900074253343,0.21473796152975116,13140.128650008257,10226.385620527526,-0.17672650612528984
45,0.18238640578879012,0.21342521603147382,13140.128650008257,10226.385620527526,-0.17672650612528984
46,0.18121513539760176,0.21212451090008239,13140.128650008257,10226.385620527526,-0.17672650612528984
47,0.18005507156057352,0.2108357235585457,13140.128650008257,10226.385620527526,-0.17672650612528984
48,0.17890609759011375,0.20955873278539727,13140.128650008257,10226.385620527526,-0.17672650612528984
49,0.17776809810363675,0.20829341869859871,13140.128650008257,10226.385620527526,-0.17672650612528984
50,0.1766410011048683,0.20703976045749248,13140.128650008257,10226.385620527526,-0.17672650612528984
51,0.17552485237443613,0.20579780658761476,13140.128650008257,10226.385620527526,-0.17672650612528984
52,0.17441942763751783,0.20456716821930176,13140.128650008257,10226.385620527526,-0.17672650612528984
53,0.17332451915070127,0.2033477308349654,13140.128650008257,10226.385620527526,-0.17672650612528984
54,0.17224001799384517,0.20213938117620012,13140.128650008257,10226.385620527526,-0.17672650612528984
55,0.17116581645851126,0.20094200722888744,13140.128650008257,10226.385620527526,-0.17672650612528984
56,0.17010180803356625,0.1997554982084893,13140.128650008257,10226.385620527526,-0.17672650612528984
57,0.16904788739096796,0.19857974454552724,13140.128650008257,10226.385620527526,-0.17672650612528984
58,0.16800395037172922,0.1974146378712485,13140.128650008257,10226.385620527526,-0.17672650612528984
59,0.16696989397206222,0.19626007100347073,13140.128650008257,10226.385620527526,-0.17672650612528984
60,0.16594561632969718,0.19511593793260887,13140.128650008257,10226.385620527526,-0.17672650612528984
61,0.1649310168309491,0.19398213393716832,13140.128650008257,10226.385620527526,-0.17672650612528984
62,0.1639259957611713,0.19285866182574082,13140.128650008257,10226.385620527526,-0.17672650612528984
63,0.16293044717103444,0.1917465159126127,13140.128650008257,10226.385620527526,-0.17672650612528984
64,0.1619444823481696,0.19064463092162967,13140.128650008257,10226.385620527526,-0.17672650612528984
65,0.16096792159805642,0.18955269480403214,13140.128650008257,10226.385620527526,-0.17672650612528984
66,0.16000062446949426,0.18847061761058384,13140.128650008257,10226.385620527526,-0.17672650612528984
67,0.15904246035485475,0.18739823959790097,13140.128650008257,10226.385620527526,-0.17672650612528984
68,0.15809359430527806,0.186335738444164,13140.128650008257,10226.385620527526,-0.17672650612528984
69,0.15715375615581242,0.18528273939220608,13140.128650008257,10226.385620527526,-0.17672650612528984
70,0.1562227592794551,0.18423919053250673,13140.128650008257,10226.385620527526,-0.17672650612528984
71,0.15530049023072134,0.18320495464851608,13140.128650008257,10226.385620527526,-0.17672650612528984
72,0.1543868502341427,0.18217994384277483,13140.128650008257,10226.385620527526,-0.17672650612528984
73,0.15348187064620045,0.18116419759544652,13140.128650008257,10226.385620527526,-0.17672650612528984
74,0.1525854286701416,0.18015748669842613,13140.128650008257,10226.385620527526,-0.17672650612528984
75,0.15169761196457884,0.17915996809054033,13140.128650008257,10226.385620527526,-0.17672650612528984
76,0.15081830940335333,0.17817154806549826,13140.128650008257,10226.385620527526,-0.17672650612528984
77,0.1499479283744181,0.17719294757534684,13140.128650008257,10226.385620527526,-0.17672650612528984
78,0.14908617490092216,0.1762236845504491,13140.128650008257,10226.385620527526,-0.17672650612528984
79,0.14823398800041482,0.1752656547654737,13140.128650008257,10226.385620527526,-0.17672650612528984
80,0.1473918832074511,0.1743202279020652,13140.128650008257,10226.385620527526,-0.17672650612528984
81,0.14655882172350085,0.17338498725886833,13140.128650008257,10226.385620527526,-0.17672650612528984
82,0.14573461297652696,0.17245976317366182,13140.128650008257,10226.385620527526,-0.17672650612528984
83,0.1449183295925581,0.1715432405308617,13140.128650008257,10226.385620527526,-0.17672650612528984
84,0.14411015424620074,0.1706350091912048,13140.128650008257,10226.385620527526,-0.17672650612528984
85,0.14330983335171985,0.16973497337333737,13140.128650008257,10226.385620527526,-0.17672650612528984
86,0.14251772444184815,0.16884432336191313,13140.128650008257,10226.385620527526,-0.17672650612528984
87,0.14173337440174494,0.1679620870396672,13140.128650008257,10226.385620527526,-0.17672650612528984
88,0.14095634124855844,0.1670875010664845,13140.128650008257,10226.385620527526,-0.17672650612528984
89,0.14018697693974036,0.16622119434821248,13140.128650008257,10226.385620527526,-0.17672650612528984
90,0.13942501148504738,0.16536243060407838,13140.128650008257,10226.385620527526,-0.17672650612528984
91,0.13866998781602052,0.16451108738462808,13140.128650008257,10226.385620527526,-0.17672650612528984
92,0.1379218369105354,0.16366709307179533,13140.128650008257,10226.385620527526,-0.17672650612528984
93,0.1371806839794699,0.1628305334283348,13140.128650008257,10226.385620527526,-0.17672650612528984
94,0.13644634351015222,0.1620011793429473,13140.128650008257,10226.385620527526,-0.17672650612528984
95,0.13571866960910026,0.1611789614598847,13140.128650008257,10226.385620527526,-0.17672650612528984
96,0.13499759619625865,0.1603638111488367,13140.128650008257,10226.385620527526,-0.17672650612528984
97,0.13428305789425413,0.1595556604968196,13140.128650008257,10226.385620527526,-0.17672650612528984
98,0.13357498975576348,0.1587544417506749,13140.128650008257,10226.385620527526,-0.17672650612528984
99,0.13287332733457685,0.15796008896140742,13140.128650008257,10226.385620527526,-0.17672650612528984
100,0.13217800803551713,0.15717253632026665,13140.128650008257,10226.385620527526,-0.17672650612528984
101,0.13148896921351194,0.1563917187043392,13140.128650008257,10226.385620527526,-0.17672650612528984
102,0.13080614888745282,0.15561757166890755,13140.128650008257,10226.385620527526,-0.17672650612528984
103,0.1301294857327251,0.15485003143989828,13140.128650008257,10226.385620527526,-0.17672650612528984
104,0.1294589190738259,0.15408903490641965,13140.128650008257,10226.385620527526,-0.17672650612528984
105,0.12879438887707106,0.15333451961338757,13140.128650008257,10226.385620527526,-0.17672650612528984
106,0.1281358357433871,0.15258642375423687,13140.128650008257,10226.385620527526,-0.17672650612528984
107,0.1274832009011887,0.1518446861637204,13140.128650008257,10226.385620527526,-0.17672650612528984
108,0.1268363976221747,0.15110918322272404,13140.128650008257,10226.385620527526,-0.17672650612528984
109,0.1261953164111012,0.1503799174008121,13140.128650008257,10226.385620527526,-0.17672650612528984
110,0.12555997942345518,0.1496568294324712,13140.128650008257,10226.385620527526,-0.17672650612528984
111,0.1249303303587368,0.1489398961711799,13140.128650008257,10226.385620527526,-0.17672650612528984
112,0.1243064911921741,0.1482293839847333,13140.128650008257,10226.385620527526,-0.17672650612528984
113,0.12368844727868904,0.14752559166549892,13140.128650008257,10226.385620527526,-0.17672650612528984
114,0.12307648727975568,0.14683014093808744,13140.128650008257,10226.385620527526,-0.17672650612528984
115,0.1224740982062833,0.14614459901679178,13140.128650008257,10226.385620527526,-0.17672650612528984
116,0.12187908999235052,0.14546601815386098,13140.128650008257,10226.385620527526,-0.17672650612528984
117,0.12129045100134682,0.14479421092593656,13140.128650008257,10226.385620527526,-0.17672650612528984
118,0.1207075734876061,0.14412865675670333,13140.128650008257,10226.385620527526,-0.17672650612528984
119,0.12012999787616024,0.14346895613557098,13140.128650008257,10226.385620527526,-0.17672650612528984
120,0.11955770939191375,0.1428148982984848,13140.128650008257,10226.385620527526,-0.17672650612528984
121,0.11899064194098097,0.14216639956237107,13140.128650008257,10226.385620527526,-0.17672650612528984
122,0.11842870817838903,0.14152343311777354,13140.128650008257,10226.385620527526,-0.17672650612528984
123,0.11787188753787632,0.14088587939458266,13140.128650008257,10226.385620527526,-0.17672650612528984
124,0.1173200493243063,0.14025371010949841,13140.128650008257,10226.385620527526,-0.17672650612528984
125,0.116773188249323,0.13962681787025097,13140.128650008257,10226.385620527526,-0.17672650612528984
126,0.11623121182720633,0.1390051553229416,13140.128650008257,10226.385620527526,-0.17672650612528984
127,0.11569400493559942,0.1383887603889796,13140.128650008257,10226.385620527526,-0.17672650612528984
128,0.11516155852739154,0.13777765520151974,13140.128650008257,10226.385620527526,-0.17672650612528984
129,0.11463380495544345,0.13717164426360992,13140.128650008257,10226.385620527526,-0.17672650612528984
130,0.11411068160340246,0.13657071164570106,13140.128650008257,10226.385620527526,-0.17672650612528984
131,0.11359217413242105,0.13597481190107416,13140.128650008257,10226.385620527526,-0.17672650612528984
132,0.11307823379248227,0.13538389490969027,13140.128650008257,10226.385620527526,-0.17672650612528984
133,0.11256883351109016,0.13479787154762166,13140.128650008257,10226.385620527526,-0.17672650612528984
134,0.11206393747219803,0.1342166841844764,13140.128650008257,10226.385620527526,-0.17672650612528984
135,0.11156348965499473,0.1336403086906948,13140.128650008257,10226.385620527526,-0.17672650612528984
136,0.11106744424715596,0.1330686613756079,13140.128650008257,10226.385620527526,-0.17672650612528984
137,0.11057575371672067,0.1325017122801477,13140.128650008257,10226.385620527526,-0.17672650612528984
138,0.1100883832795208,0.1319394560768323,13140.128650008257,10226.385620527526,-0.17672650612528984
139,0.1096053153083869,0.13138188661650557,13140.128650008257,10226.385620527526,-0.17672650612528984
140,0.10912648753937057,0.1308289810255284,13140.128650008257,10226.385620527526,-0.17672650612528984
141,0.10865184134748396,0.13028062443096358,13140.128650008257,10226.385620527526,-0.17672650612528984
142,0.10818131538226639,0.12973675064569135,13140.128650008257,10226.385620527526,-0.17672650612528984
143,0.10771486564376136,0.12919729812557681,13140.128650008257,10226.385620527526,-0.17672650612528984
144,0.10725245749440301,0.12866223117533634,13140.128650008257,10226.385620527526,-0.17672650612528984
145,0.10679405717923474,0.12813151013926818,13140.128650008257,10226.385620527526,-0.17672650612528984
146,0.10633961467675852,0.12760508990198166,13140.128650008257,10226.385620527526,-0.17672650612528984
147,0.10588910852635759,0.127082938403515,13140.128650008257,10226.385620527526,-0.17672650612528984
148,0.10544249210444373,0.12656501031558257,13140.128650008257,10226.385620527526,-0.17672650612528984
149,0.1049997210098808,0.12605126614406387,13140.128650008257,10226.385620527526,-0.17672650612528984
150,0.10456076587136594,0.12554172945316744,13140.128650008257,10226.385620527526,-0.17672650612528984
151,0.10412561291091851,0.12503634947618517,13140.128650008257,10226.385620527526,-0.17672650612528984
152,0.10369419833498549,0.12453503811467813,13140.128650008257,10226.385620527526,-0.17672650612528984
153,0.10326648367028336,0.12403775843127948,13140.128650008257,10226.385620527526,-0.17672650612528984
154,0.10284243407604671,0.12354447385549099,13140.128650008257,10226.385620527526,-0.17672650612528984
155,0.10242201506488736,0.12305514817977443,13140.128650008257,10226.385620527526,-0.17672650612528984
156,0.10200519249898439,0.1225697455556889,13140.128650008257,10226.385620527526,-0.17672650612528984
157,0.10159193634364899,0.12208823234693196,13140.128650008257,10226.385620527526,-0.17672650612528984
158,0.10118221308470945,0.12161057148962895,13140.128650008257,10226.385620527526,-0.17672650612528984
159,0.10077598577652933,0.12113672819100872,13140.128650008257,10226.385620527526,-0.17672650612528984
160,0.10037322164432641,0.12066666800235458,13140.128650008257,10226.385620527526,-0.17672650612528984
161,0.09997388824444096,0.12020035681535529,13140.128650008257,10226.385620527526,-0.17672650612528984
162,0.09957795346077845,0.11973776085849376,13140.128650008257,10226.385620527526,-0.17672650612528984
163,0.09918538550129104,0.11927884669347891,13140.128650008257,10226.385620527526,-0.17672650612528984
164,0.0987961632536185,0.11882358560606564,13140.128650008257,10226.385620527526,-0.17672650612528984
165,0.09841024840832463,0.11837194031138648,13140.128650008257,10226.385620527526,-0.17672650612528984
166,0.09802760671371098,0.11792387835143243,13140.128650008257,10226.385620527526,-0.17672650612528984
167,0.09764820764216228,0.11747936758751798,13140.128650008257,10226.385620527526,-0.17672650612528984
168,0.09727202097307504,0.11703837619690757,13140.128650008257,10226.385620527526,-0.17672650612528984
169,0.09689901678957108,0.11660087266948087,13140.128650008257,10226.385620527526,-0.17672650612528984
170,0.09652916547524971,0.11616682580443453,13140.128650008257,10226.385620527526,-0.17672650612528984
171,0.09616243771097605,0.11573620470702145,13140.128650008257,10226.385620527526,-0.17672650612528984
172,0.09579880447170488,0.11530897878532641,13140.128650008257,10226.385620527526,-0.17672650612528984
173,0.09543823702334116,0.11488511774707727,13140.128650008257,10226.385620527526,-0.17672650612528984
174,0.09508070691963584,0.11446459159649237,13140.128650008257,10226.385620527526,-0.17672650612528984
175,0.0947261859991157,0.114047370631163,13140.128650008257,10226.385620527526,-0.17672650612528984
176,0.09437464638204933,0.1136334254389698,13140.128650008257,10226.385620527526,-0.17672650612528984
177,0.09402606046744512,0.11322272689503522,13140.128650008257,10226.385620527526,-0.17672650612528984
178,0.09368040093008542,0.11281524615870853,13140.128650008257,10226.385620527526,-0.17672650612528984
179,0.093337640717592,0.11241095467058475,13140.128650008257,10226.385620527526,-0.17672650612528984
180,0.0929977530475256,0.11200982414955717,13140.128650008257,10226.385620527526,-0.17672650612528984
181,0.09266071140451738,0.11161182658990212,13140.128650008257,10226.385620527526,-0.17672650612528984
182,0.09232648953743297,0.11121693425839645,13140.128650008257,10226.385620527526,-0.17672650612528984
183,0.09199506145656844,0.11082511969146724,13140.128650008257,10226.385620527526,-0.17672650612528984
184,0.09166640143087687,0.1104363556923726,13140.128650008257,10226.385620527526,-0.17672650612528984
185,0.09134048398522691,0.11005061532841384,13140.128650008257,10226.385620527526,-0.17672650612528984
186,0.09101728389769113,0.1096678719281793,13140.128650008257,10226.385620527526,-0.17672650612528984
187,0.09069678129934941,0.1092881018278325,13140.128650008257,10226.385620527526,-0.17672650612528984
188,0.09037894802347651,0.10891127605441407,13140.128650008257,10226.385620527526,-0.17672650612528984
189,0.09006375781288928,0.10853736870514581,13140.128650008257,10226.385620527526,-0.17672650612528984
190,0.08975118643356489,0.10816635412779689,13140.128650008257,10226.385620527526,-0.17672650612528984
191,0.08944120989155636,0.10779820691807782,13140.128650008257,10226.385620527526,-0.17672650612528984
192,0.08913380443045822,0.1074329019170614,13140.128650008257,10226.385620527526,-0.17672650612528984
193,0.08882894652890093,0.10707041420863274,13140.128650008257,10226.385620527526,-0.17672650612528984
194,0.08852661289807176,0.10671071911696782,13140.128650008257,10226.385620527526,-0.17672650612528984
195,0.08822678047926574,0.10635379220403933,13140.128650008257,10226.385620527526,-0.17672650612528984
196,0.08792942644146157,0.10599960926715009,13140.128650008257,10226.385620527526,-0.17672650612528984
197,0.08763452817892545,0.10564814633649382,13140.128650008257,10226.385620527526,-0.17672650612528984
198,0.08734206330884219,0.10529937967274311,13140.128650008257,10226.385620527526,-0.17672650612528984
199,0.08705200966897104,0.1049532857646628,13140.128650008257,10226.385620527526,-0.17672650612528984
200,0.08676434531532885,0.10460984132675089,13140.128650008257,10226.385620527526,-0.17672650612528984
201,0.08647904851989864,0.10426902329690467,13140.128650008257,10226.385620527526,-0.17672650612528984
202,0.08619609776836329,0.10393080883411272,13140.128650008257,10226.385620527526,-0.17672650612528984
203,0.08591547175786493,0.10359517531617236,13140.128650008257,10226.385620527526,-0.17672650612528984
204,0.08563714939478802,0.1032621003374316,13140.128650008257,10226.385620527526,-0.17672650612528984
205,0.08536110979256871,0.10293156170655658,13140.128650008257,10226.385620527526,-0.17672650612528984
206,0.08508733226952653,0.10260353744432313,13140.128650008257,10226.385620527526,-0.17672650612528984
207,0.08481579634672176,0.10227800578143231,13140.128650008257,10226.385620527526,-0.17672650612528984
208,0.08454648174583522,0.10195494515635059,13140.128650008257,10226.385620527526,-0.17672650612528984
209,0.08427936838707256,0.10163433421317274,13140.128650008257,10226.385620527526,-0.17672650612528984
210,0.08401443638709025,0.10131615179950826,13140.128650008257,10226.385620527526,-0.17672650612528984
211,0.08375166605694608,0.10100037696439224,13140.128650008257,10226.385620527526,-0.17672650612528984
212,0.08349103790007145,0.10068698895621674,13140.128650008257,10226.385620527526,-0.17672650612528984
213,0.08323253261026599,0.10037596722068744,13140.128650008257,10226.385620527526,-0.17672650612528984
214,0.0829761310697142,0.10006729139879945,13140.128650008257,10226.385620527526,-0.17672650612528984
215,0.08272181434702434,0.09976094132483818,13140.128650008257,10226.385620527526,-0.17672650612528984
216,0.0824695636952884,0.09945689702439954,13140.128650008257,10226.385620527526,-0.17672650612528984
217,0.08221936055016399,0.09915513871243428,13140.128650008257,10226.385620527526,-0.17672650612528984
218,0.08197118652797732,0.09885564679131141,13140.128650008257,10226.385620527526,-0.17672650612528984
219,0.08172502438313835,0.09855840261695963,13140.128650008257,10226.385620527526,-0.17672650612528984
220,0.08148085569062609,0.09826338616820111,13140.128650008257,10226.385620527526,-0.17672650612528984
221,0.0812386619938621,0.09797057839868016,13140.128650008257,10226.385620527526,-0.17672650612528984
222,0.08099842561396108,0.0976799604419173,13140.128650008257,10226.385620527526,-0.17672650612528984
223,0.08076012904351813,0.09739151360947762,13140.128650008257,10226.385620527526,-0.17672650612528984
224,0.08052375494483258,0.09710521938915721,13140.128650008257,10226.385620527526,-0.17672650612528984
225,0.08028928614815199,0.09682105944319054,13140.128650008257,10226.385620527526,-0.17672650612528984
226,0.08005670564993507,0.09653901560647592,13140.128650008257,10226.385620527526,-0.17672650612528984
227,0.07982599661113371,0.09625906988482118,13140.128650008257,10226.385620527526,-0.17672650612528984
228,0.07959714235549373,0.095981204453208,13140.128650008257,10226.385620527526,-0.17672650612528984
229,0.07937012636787433,0.09570540165407507,13140.128650008257,10226.385620527526,-0.17672650612528984
230,0.07914493229258548,0.09543164399561899,13140.128650008257,10226.385620527526,-0.17672650612528984
231,0.07892154393174426,0.09515991415011595,13140.128650008257,10226.385620527526,-0.17672650612528984
232,0.07869994524364839,0.0948901949522582,13140.128650008257,10226.385620527526,-0.17672650612528984
233,0.07848012034116791,0.09462246939751093,13140.128650008257,10226.385620527526,-0.17672650612528984
234,0.0782620534901537,0.09435672064048546,13140.128650008257,10226.385620527526,-0.17672650612528984
235,0.07804572910786459,0.09409293199333187,13140.128650008257,10226.385620527526,-0.17672650612528984
236,0.07783113176141072,0.09383108692414582,13140.128650008257,10226.385620527526,-0.17672650612528984
237,0.07761824625942801,0.09357116911138971,13140.128650008257,10226.385620527526,-0.17672650612528984
238,0.07740705739168588,0.09331316226554004,13140.128650008257,10226.385620527526,-0.17672650612528984
239,0.07719755012886276,0.09305705031335508,13140.128650008257,10226.385620527526,-0.17672650612528984
240,0.07698970962258553,0.09280281733134045,13140.128650008257,10226.385620527526,-0.17672650612528984
241,0.07678352116679493,0.0925504475442412,13140.128650008257,10226.385620527526,-0.17672650612528984
242,0.07657897019628718,0.09229992532355019,13140.128650008257,10226.385620527526,-0.17672650612528984
243,0.07637604228527253,0.09205123518603255,13140.128650008257,10226.385620527526,-0.17672650612528984
244,0.07617472314594884,0.09180436179226696,13140.128650008257,10226.385620527526,-0.17672650612528984
245,0.0759749986270915,0.09155928994520074,13140.128650008257,10226.385620527526,-0.17672650612528984
246,0.07577685471265648,0.09131600458872144,13140.128650008257,10226.385620527526,-0.17672650612528984
247,0.07558027752040111,0.09107449080624394,13140.128650008257,10226.385620527526,-0.17672650612528984
248,0.0753852533005179,0.09083473381931181,13140.128650008257,10226.385620527526,-0.17672650612528984
249,0.07519176843428413,0.09059671898621462,13140.128650008257,10226.385620527526,-0.17672650612528984
250,0.07499980943272565,0.09036043180061941,13140.128650008257,10226.385620527526,-0.17672650612528984
251,0.07480936293529505,0.09012585789021646,13140.128650008257,10226.385620527526,-0.17672650612528984
252,0.07462041570856398,0.0898929830153801,13140.128650008257,10226.385620527526,-0.17672650612528984
253,0.0744329546449298,0.08966179306784362,13140.128650008257,10226.385620527526,-0.17672650612528984
254,0.07424696676133653,0.08943227406938827,13140.128650008257,10226.385620527526,-0.17672650612528984
255,0.07406243919800885,0.08920441217054666,13140.128650008257,10226.385620527526,-0.17672650612528984
256,0.07387935921720014,0.08897819364931835,13140.128650008257,10226.385620527526,-0.17672650612528984
257,0.07369771420195363,0.08875360490990171,13140.128650008257,10226.385620527526,-0.17672650612528984
258,0.07351749165487775,0.08853063248143657,13140.128650008257,10226.385620527526,-0.17672650612528984
259,0.07333867919693302,0.08830926417030503,13140.128650008257,10226.385620527526,-0.17672650612528984
260,0.07316126456623416,0.08808948956748186,13140.128650008257,10226.385620527526,-0.17672650612528984
261,0.07298523561686278,0.087871291538394,13140.128650008257,10226.385620527526,-0.17672650612528984
262,0.07281058031769483,0.08765465710031164,13140.128650008257,10226.385620527526,-0.17672650612528984
263,0.07263728675123922,0.08743957338935615,13140.128650008257,10226.385620527526,-0.17672650612528984
264,0.07246534311248903,0.08722602765932193,13140.128650008257,10226.385620527526,-0.17672650612528984
265,0.07229473770778609,0.08701400728051191,13140.128650008257,10226.385620527526,-0.17672650612528984
266,0.07212545895369649,0.0868034997385822,13140.128650008257,10226.385620527526,-0.17672650612528984
267,0.0719574953758985,0.08659449263340273,13140.128650008257,10226.385620527526,-0.17672650612528984
268,0.07179083560808282,0.08638697367792683,13140.128650008257,10226.385620527526,-0.17672650612528984
269,0.07162546839086427,0.0861809306970752,13140.128650008257,10226.385620527526,-0.17672650612528984
270,0.0714613825707049,0.08597635162662891,13140.128650008257,10226.385620527526,-0.17672650612528984
271,0.07129856709884828,0.0857732245121369,13140.128650008257,10226.385620527526,-0.17672650612528984
272,0.07113701103026666,0.08557153750783317,13140.128650008257,10226.385620527526,-0.17672650612528984
273,0.07097670352261772,0.08537127887556606,13140.128650008257,10226.385620527526,-0.17672650612528984
274,0.0708176338352131,0.08517243698373866,13140.128650008257,10226.385620527526,-0.17672650612528984
275,0.0706597913279979,0.08497500030626032,13140.128650008257,10226.385620527526,-0.17672650612528984
276,0.07050316546054111,0.08477895742150887,13140.128650008257,10226.385620527526,-0.17672650612528984
277,0.07034774579103649,0.08458429701130504,13140.128650008257,10226.385620527526,-0.17672650612528984
278,0.07019352197531481,0.08439100785989571,13140.128650008257,10226.385620527526,-0.17672650612528984
279,0.07004048376586512,0.08419907885294926,13140.128650008257,10226.385620527526,-0.17672650612528984
280,0.06988862101086792,0.08400849897656097,13140.128650008257,10226.385620527526,-0.17672650612528984
281,0.06973792365323836,0.08381925731626909,13140.128650008257,10226.385620527526,-0.17672650612528984
282,0.06958838172967864,0.0836313430560809,13140.128650008257,10226.385620527526,-0.17672650612528984
283,0.06943998536974093,0.08344474547750866,13140.128650008257,10226.385620527526,-0.17672650612528984
284,0.06929272479490112,0.08325945395861672,13140.128650008257,10226.385620527526,-0.17672650612528984
285,0.06914659031764077,0.08307545797307762,13140.128650008257,10226.385620527526,-0.17672650612528984
286,0.06900157234054029,0.08289274708923872,13140.128650008257,10226.385620527526,-0.17672650612528984
287,0.06885766135538078,0.08271131096919739,13140.128650008257,10226.385620527526,-0.17672650612528984
288,0.06871484794225514,0.08253113936788727,13140.128650008257,10226.385620527526,-0.17672650612528984
289,0.06857312276868976,0.08235222213217414,13140.128650008257,10226.385620527526,-0.17672650612528984
290,0.06843247658877469,0.08217454919995906,13140.128650008257,10226.385620527526,-0.17672650612528984
291,0.06829290024230238,0.08199811059929353,13140.128650008257,10226.385620527526,-0.17672650612528984
292,0.06815438465391707,0.08182289644750237,13140.128650008257,10226.385620527526,-0.17672650612528984
293,0.06801692083227219,0.08164889695031607,13140.128650008257,10226.385620527526,-0.17672650612528984
294,0.0678804998691959,0.08147610240101179,13140.128650008257,10226.385620527526,-0.17672650612528984
295,0.06774511293886709,0.08130450317956386,13140.128650008257,10226.385620527526,-0.17672650612528984
296,0.06761075129699902,0.08113408975180354,13140.128650008257,10226.385620527526,-0.17672650612528984
297,0.06747740628003161,0.08096485266858512,13140.128650008257,10226.385620527526,-0.17672650612528984
298,0.06734506930433226,0.08079678256496454,13140.128650008257,10226.385620527526,-0.17672650612528984
299,0.06721373186540539,0.08062987015938246,13140.128650008257,10226.385620527526,-0.17672650612528984
300,0.06708338553710984,0.0804641062528591,13140.128650008257,10226.385620527526,-0.17672650612528984
301,0.06695402197088504,0.08029948172819489,13140.128650008257,10226.385620527526,-0.17672650612528984
302,0.06682563289498455,0.08013598754918178,13140.128650008257,10226.385620527526,-0.17672650612528984
