Año,Kilómetros,Corolla Cross,Hilux SW4,RAV4,Diésel,Eléctrico,Híbrido,Nafta,Nafta/GNC,Automática,Manual,1,1.8,2.0,2.4,2.5,2.7,2.8,3.0,hibrido,Precio
2021,63000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,27272.727272727272
2010,252000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17990.430622009568
2015,300000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,26000.0
2023,11111,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,58000.0
2023,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,58373.20574162679
2023,1111,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,55500.0
2021,14574,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,50277.511961722485
2019,93000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,38500.0
2023,500,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,36363.63636363636
2018,64000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,39000.0
2018,138500,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,39799.0
2022,15000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,60000.0
2022,83932,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24401.91387559809
2021,15000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,28400.0
2022,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,69000.0
2017,160000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,33492.82296650718
2012,315000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,22000.0
2024,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,35311.004784688994
2016,77000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,35900.0
2018,115000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,40900.0
2020,77000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,44460.0
2020,57000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44500.0
2023,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,53687.36842105263
2022,9000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,37224.88038277512
2010,245000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,23500.0
2014,115000,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,22966.50717703349
2024,500,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,36000.0
2023,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,53687.36842105263
2016,107000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,31300.0
2017,90000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,39000.0
2020,52500,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,43500.0
2011,150000,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,14500.0
2023,34000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,31000.0
2022,21000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,45000.0
2023,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,37799.04306220096
2022,34500,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,50500.0
2024,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,29747.36842105263
2010,290000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,25000.0
2023,8000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,52000.0
2023,10000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,34500.0
2021,69000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,26315.78947368421
2008,165000,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,22000.0
2011,273852,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,20000.0
2019,90000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,37500.0
2024,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,63900.0
2023,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,55406.6985645933
2022,20000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,33492.82296650718
2021,35000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,29900.0
2023,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,67000.0
2022,23000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,56000.0
2018,120000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,41900.0
2023,1000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,63000.0
2023,8000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,32900.0
2021,41085,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,44976.07655502392
2018,199000,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,22000.0
2022,29200,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,32535.88516746412
2011,185000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24000.0
2019,81000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,39000.0
2007,324000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17500.0
2016,150000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,35800.0
2021,117000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,39500.0
2022,13578,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,31100.47846889952
2022,7300,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,32918.66028708134
2022,42000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,51900.0
2021,17000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,45933.01435406699
2012,156700,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,26100.0
2007,250000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,17000.0
2012,134500,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,14832.535885167465
2022,124000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,32500.0
2021,85000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,43900.0
2012,200000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,23000.0
2013,78800,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,21531.1004784689
2023,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,55023.92344497608
2009,189000,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,10500.0
2013,175000,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,25900.0
2018,145000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,33200.0
2023,17500,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,30622.00956937799
2020,38000,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,48000.0
2019,116000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,40750.0
2023,2000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,53000.0
2023,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,40382.775119617225
2022,42500,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,45000.0
2013,196000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,20500.0
2022,48208,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,33971.29186602871
2022,74003,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,33014.35311004785
2023,7300,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,37000.0
2015,74000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,26794.258373205743
2017,123000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,33000.0
2023,12000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,54000.0
2021,25000,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,34354.066985645935
2023,2000,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,33999.0
2017,126000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,33000.0
2022,27200,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,53000.0
2021,50000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,28500.0
2024,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,65000.0
2023,7500,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,33014.354066985645
2017,91000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,31387.55980861244
2018,39307,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,34500.0
2023,5000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,58000.0
2019,75000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,40000.0
2023,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,34545.454545454544
2024,999,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,37320.57416267943
2023,1111,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,71000.0
2020,26500,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,44000.0
2022,74000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,19138.75598086124
2008,200000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,19000.0
2011,245000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24200.0
2008,206000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20800.0
2016,42000,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,25500.0
2022,11660,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,47846.88995215311
2016,158000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,30000.0
2022,27500,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,57750.0
2023,2500,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,65000.0
1997,300000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11000.0
2023,1503,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53900.0
2012,190000,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,13500.0
2016,78732,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,35406.6985645933
2021,30000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,31000.0
2021,33000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,23923.44497607656
2022,4900,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,59900.0
2010,217000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,22500.0
2017,172000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,32500.0
2023,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,60287.08133971292
2021,29800,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,45454.545454545456
2021,48500,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,42000.0
2014,148000,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,21000.0
2024,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55023.92344497608
2024,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,29747.36842105263
2008,186000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18947.36842105263
2020,40460,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,43500.0
2017,27500,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,42900.0
2024,500,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,26794.258373205743
2022,8300,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,35000.0
2019,1900,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,50000.0
2018,115000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,35885.167464114835
2023,1111,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,36000.0
2015,160000,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,22000.0
2023,22000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,35000.0
2023,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,58181.81818181818
2023,15000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,47846.88995215311
2017,165000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,34000.0
2012,106000,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,14162.67942583732
2024,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,29747.36842105263
2014,115900,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,17900.0
2013,126000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,29000.0
2019,62528,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,38500.0
2021,41085,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,44976.07655502392
2009,152000,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,14600.0
2023,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,34066.98564593301
2016,148000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,29665.07177033493
2023,18000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,56000.0
2020,23700,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,42000.0
2024,1000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,59617.224880382775
2023,5000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,38500.0
2018,70000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,37000.0
2021,44000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48000.0
2019,40000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42900.0
2021,24000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,45900.0
2023,6100,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,37500.0
2022,17500,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,28708.133971291867
2020,90000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,38500.0
2018,140000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,36000.0
2024,1400,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,33500.0
2022,23000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53110.04784688995
2009,174400,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22500.0
2013,198000,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,19900.0
2020,66000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,41900.0
2024,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,32344.497607655503
2022,35300,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,50500.0
2012,182000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24000.0
2012,134500,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,14832.535885167465
2021,92766,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,26315.78947368421
2017,140000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,34500.0
2013,104000,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,21052.63157894737
2008,220000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18181.81818181818
2012,152000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,26500.0
2018,80000,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,27000.0
2023,5000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,62000.0
2014,138000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,28900.0
2012,281000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,19138.75598086124
2020,30000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,46000.0
2023,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,35311.004784688994
2011,130000,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,15900.0
2012,96300,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,14500.0
2013,185000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,23900.0
2023,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,33492.82296650718
2010,245000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21500.0
2020,46600,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,40000.0
2021,31000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,49500.0
2023,5000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,78468.8995215311
2022,15000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,59000.0
2023,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,28602.87081339713
2016,170000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,32000.0
2008,300000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,20500.0
2023,1000,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,70000.0
2014,192000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,26500.0
2022,7200,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,34000.0
2018,35000,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,35500.0
2023,500,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,34000.0
2023,1111,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,33500.0
2017,65000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,37000.0
2023,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,33492.82296650718
2018,100000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,39000.0
2023,10700,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,38181.81818181818
2022,13800,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,31510.0
2023,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,41148.32535885168
2011,213184,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,19617.22488038277
2023,40846,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,27655.502392344497
2023,111111,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,33990.0
2008,285000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18181.81818181818
2022,11660,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,47846.88995215311
2008,285000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21000.0
2017,128128,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,33971.29186602871
2023,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,56459.33014354067
2002,250000,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,8990.0
2022,38000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,51800.0
2017,140000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,34354.066985645935
2009,345000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18000.0
2008,200000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,19010.0
2020,80000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,42000.0
2023,26000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,48000.0
2013,185000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,23913.875598086124
2018,90000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,33397.12918660287
2023,10000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,30000.0
2019,50120,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,27655.502392344497
2015,64000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,30500.0
2020,69000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,43000.0
2023,8000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,51578.94736842105
2023,6400,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,59000.0
2017,123000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,35000.0
2023,4000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,54500.0
2022,37000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,59500.0
2023,3100,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,32440.191387559807
2021,115000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,43062.2009569378
2023,3992,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,38900.0
2023,15500,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,39999.0
2006,280000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,16267.942583732058
2015,122000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28708.133971291867
2021,70000,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,48900.0
2012,186300,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24500.0
2023,1548,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,51674.64114832536
2022,52397,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,23827.75119617225
2008,196000,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,18500.0
2016,180000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,33492.82296650718
2020,123000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,41500.0
2006,245000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,17000.0
2019,80000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,35406.6985645933
2020,67746,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,41000.0
2023,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,58373.20574162679
2006,283307,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,19000.0
2018,126402,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,39234.44976076555
2019,95000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,37500.0
2023,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,58181.81818181818
2014,158000,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,22800.0
2023,1200,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,34000.0
2011,320000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,21000.0
2022,91000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,28612.44019138756
2017,135000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,34440.095693779906
2022,22000,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,33490.0
2017,64000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,40000.0
2023,9800,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,69999.0
2022,90000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48000.0
2021,48500,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,30526.315789473683
2021,79000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,45000.0
2011,100000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17224.880382775118
2012,165000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,23923.44497607656
2008,281000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,18300.0
2012,135762,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24950.0
2021,43000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,53000.0
2017,147000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,34000.0
2017,133000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,34354.066985645935
2009,260000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,20000.0
2017,100000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,33000.0
2018,50000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,41000.0
2022,6700,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,56000.0
2024,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,36267.94258373206
2023,4100,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,53000.0
2013,175000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,27272.727272727272
