Año,Kilómetros,Corolla Cross,Hilux SW4,RAV4,Diésel,Eléctrico,Híbrido,Nafta,Nafta/GNC,Automática,Manual,1,1.8,2.0,2.4,2.5,2.7,2.8,3.0,hibrido,Precio
2018,93000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,40000.0
2008,175000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,19000.0
2022,30000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34000.0
2018,95000,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,32000.0
2022,7000,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,32000.0
2009,142600,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,10800.0
2019,62000,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,40191.387559808616
2023,500,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,47500.0
2024,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55023.92344497608
2024,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53687.36842105263
2019,54000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,42000.0
2023,6100,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,37500.0
2012,156000,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,18000.0
2006,245000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15600.0
2019,50000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,36500.0
2013,175000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,27272.727272727272
2013,166000,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,23923.44497607656
2022,74000,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,33491.86602870814
2023,12000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,35500.0
2024,500,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,41000.0
2023,10000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,60000.0
2023,14000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,51578.94736842105
2024,1500,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,35406.6985645933
2024,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,29747.36842105263
2024,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39500.0
2022,23900,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,28708.133971291867
2023,25500,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,31750.0
2023,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,37320.57416267943
2022,46000,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,31483.253588516745
2022,27000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,29600.0
2022,31000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,52631.57894736842
2020,43200,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,46500.0
2016,107000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,31300.0
2024,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,34200.0
2023,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3435.406698564593
2016,132000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,33000.0
2011,126000,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,6459.33014354067
2023,30000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,53588.516746411486
2017,133000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,34354.066985645935
2024,111111,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,34928.22966507177
2017,126000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,33000.0
2017,59963,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,40191.387559808616
2008,165000,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,22000.0
2018,90000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,39000.0
2019,80500,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,38000.0
2024,1500,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,35406.6985645933
2018,108000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,37000.0
2016,125000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,35000.0
2022,42500,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,45000.0
2017,135000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,34440.095693779906
2022,48000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,49000.0
2021,28000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,42000.0
2015,300000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,26000.0
2013,78800,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,21531.1004784689
2013,210000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21531.1004784689
2022,5000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,65000.0
2021,91220,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,28900.0
2023,14990,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,51674.64114832536
2018,119000,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,34258.37320574163
2022,25000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,35900.0
2019,88250,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,44019.13875598087
2024,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,38500.0
2015,74000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,26794.258373205743
2009,325000,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,12500.0
2022,14500,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,65000.0
2023,14000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,53900.0
2024,1000,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,34354.066985645935
2024,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,74900.0
2012,152435,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,14000.0
2018,149000,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,29500.0
2021,48000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,47500.0
2023,6000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,38000.0
2022,29000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,28990.0
2022,9000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,37224.88038277512
2008,186000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18947.36842105263
2021,14000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,55000.0
2022,41400,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,29282.296650717704
2019,93000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,38500.0
2022,1111,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,53600.0
2014,144100,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,20861.24401913876
2008,295000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,21800.0
2017,61000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,39000.0
2023,6000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,40900.0
2023,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,30430.62200956938
2017,195000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,31800.0
2011,210000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,22000.0
2024,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,32516.74641148325
2017,88000,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,26315.78947368421
2022,68200,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24401.91387559809
2023,6600,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,30909.090909090908
1999,290000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,17999.0
2009,302000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,19500.0
2017,65000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,37000.0
2022,74000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,19138.75598086124
2021,64000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,29500.0
2023,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,54880.382775119615
2013,122487,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,18800.0
2011,170000,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,11000.0
2024,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,34736.84210526316
2022,20000,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,30000.0
2021,15000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,28400.0
2021,38500,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,50000.0
2007,170000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,19043.06220095693
2013,142000,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,19900.0
2023,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,57224.88038277512
2023,50,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,29500.0
2011,245000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24500.0
2024,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,29747.36842105263
2023,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,64593.3014354067
2007,210000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16500.0
2022,14000,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,31578.947368421053
2013,265000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24900.0
2016,135600,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,23827.75119617225
2021,44200,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,32000.0
1997,280000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11500.0
2023,6000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,60500.0
2018,120000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,41900.0
2007,324000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17500.0
2023,3500,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,38900.0
2023,500,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,33500.0
2023,40846,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,27655.502392344497
2013,104000,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,21052.63157894737
2022,14000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,34000.0
2018,50300,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,30622.00956937799
2012,270000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,22009.569377990432
2022,16800,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,45933.01435406699
2016,150000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,32500.0
2023,10000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,31100.47846889952
2016,160000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,31578.947368421053
2024,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,29747.36842105263
2022,8300,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,35000.0
2013,131000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,25837.32057416268
2021,92766,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,26315.78947368421
2012,221700,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,26000.0
2013,110000,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,14500.0
2006,190000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,23900.0
2008,200000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,19010.0
2016,170000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,32057.416267942583
2022,34000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,48803.82775119617
2018,107000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,36842.10526315789
2024,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,29747.36842105263
2021,38000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,25741.531100478467
2012,182000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24000.0
2024,1400,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,33500.0
2022,43500,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,47500.0
2016,150000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,36000.0
2022,20000,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,33900.0
2020,46600,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,40000.0
2013,143000,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,24391.38755980861
2023,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,35311.004784688994
2024,1000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,31500.0
2008,285000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18181.81818181818
2023,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,64593.3014354067
2023,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,33492.82296650718
2022,12500,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,33000.0
2023,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,53687.36842105263
2018,140000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,36000.0
2020,22000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,45000.0
2011,270000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,25000.0
2022,27200,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,51500.0
2023,20000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,33000.0
2023,2800,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,36500.0
2010,245000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,23500.0
2023,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,34100.0
2016,110000,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,25000.0
2017,105000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,35000.0
2022,3400,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,35500.0
2021,114778,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,46889.95215311005
2019,70000,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,42000.0
2022,17000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,32500.0
2012,134500,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,14832.535885167465
2023,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,53687.36842105263
2023,40000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,52631.57894736842
2023,1111,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,65000.0
2011,320000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,21000.0
2013,214000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,26000.0
2012,249400,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,22500.0
2018,46000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,42000.0
2023,1600,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,33500.0
2016,110000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,33500.0
2008,197800,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,11674.64114832536
2014,210000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24880.38277511962
2013,101000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,29000.0
2018,108144,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,38516.746411483255
2013,185000,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,23500.0
2023,5000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,38500.0
2010,153000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,23500.0
2023,1000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,63000.0
2006,327000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17900.0
2022,39112,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,34000.0
2021,69000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,26315.78947368421
2024,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,65000.0
2019,87574,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,40000.0
2012,200000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,23000.0
2023,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,55023.92344497608
2021,4500,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,50000.0
2022,74000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,33014.35311004785
2016,222000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,31000.0
2013,168000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,28000.0
2018,39307,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,34500.0
2021,43000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,53000.0
2022,48208,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,33971.29186602871
2012,220000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24500.0
2013,240000,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,15000.0
2024,1000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,64593.3014354067
2022,28000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,28500.0
2017,126000,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,24784.68899521531
2020,24600,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,50000.0
2001,338000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12500.0
2023,10000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,34500.0
2023,111111,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,33990.0
2012,144000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,23923.44497607656
2010,260000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,22009.569377990432
2024,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,37272.72727272727
2018,68851,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,29071.77033492823
2024,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,37500.0
2022,35000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,28500.0
2017,100000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,37000.0
2016,187000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,33500.0
2008,210000,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,10500.0
2008,320000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,19000.0
2023,9600,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,35500.0
2023,12000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,54000.0
2023,8000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,28708.133971291867
2021,98000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,44880.382775119615
2020,90000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,41000.0
2016,119000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,38500.0
2018,32349,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,31500.0
2023,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,56076.55502392344
2011,200000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,22000.0
2001,230000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,25000.0
2024,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65000.0
2008,270000,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,12800.0
2008,160000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,22000.0
2013,185000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,23900.0
2023,2100,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,53000.0
2008,130000,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,11952.057416267942
2022,25000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,27550.23923444976
2022,35300,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,50500.0
2014,119700,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,19500.0
2020,52500,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,43500.0
2021,41085,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,44976.07655502392
2022,22000,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,31000.0
2022,111111,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,53000.0
2021,33000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,47846.88995215311
2018,120000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,34500.0
2016,141200,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,32535.88516746412
2017,138000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,37320.57416267943
2023,9000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,52153.11004784689
2023,22100,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,35406.6985645933
2009,176000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20095.693779904308
2019,85000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,42000.0
2023,4500,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,33000.0
2022,11660,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,47846.88995215311
2013,355000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,20000.0
2022,20000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,59000.0
2017,157500,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,30900.0
2020,57000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,43000.0
2023,33000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,28000.0
2024,500,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,35500.0
2014,120000,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,18000.0
2023,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,55406.6985645933
2019,88000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,40000.0
2024,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,35406.6985645933
2024,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,62000.0
2022,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,30794.258373205743
2023,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1387.5598086124403
2023,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,40382.775119617225
2020,11371,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,46832.53588516746
2022,38000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,51800.0
2024,500,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,35500.0
2019,75000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,42500.0
2017,172000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,32500.0
2016,180000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,33492.82296650718
2021,67200,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,48500.0
2005,270000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15800.0
2023,16663,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,28612.44019138756
