,Año,Kilómetros,Precio,Corolla Cross,Hilux SW4,RAV4,Diésel,Eléctrico,Híbrido,Nafta,Automática,Manual,1,1.8,2.0,2.4,2.5,2.7,2.8,3.0
50,2024,1500,36842.10526315789,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
51,2016,70511,34258.37320574163,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
52,2024,1111111,58900.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
53,2023,1850,53492.82296650718,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
54,2007,180000,21500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
55,2023,0,56363.63636363636,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
56,2024,0,31849.76076555024,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
57,2012,215000,26500.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
58,2022,33000,58000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
59,2018,118520,37000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
60,2008,280000,17900.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
61,2023,500,57900.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
62,2023,60,32500.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
63,2010,190000,22000.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
64,2021,52320,25837.32057416268,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
65,2018,125000,37799.04306220096,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
66,2021,30000,31500.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
67,2023,16000,33000.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
68,2018,89600,37598.08612440191,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
69,2011,83000,14000.0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
70,2013,150000,18500.0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
71,2013,144000,24000.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
72,2023,13000,34500.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
73,2022,50000,30622.00956937799,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
74,2023,999,50662.39138755981,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
75,2018,100700,39000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
76,2007,260000,16267.942583732058,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
77,2013,174000,24401.91387559809,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
78,2021,105000,32000.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
79,2024,25000,40191.387559808616,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
80,2023,17558,29626.794258373207,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
81,2023,9000,33492.82296650718,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
82,2023,5000,32900.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
83,2016,97000,34500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
84,2011,195000,24000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
85,2021,100000,40800.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
86,2007,175000,19043.06220095693,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
87,2014,177000,19500.0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
88,2023,51500,52631.57894736842,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
89,2024,1000,38181.81818181818,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
90,2022,4900,47000.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
91,2018,105000,38000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
92,2016,160000,23827.75119617225,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
93,2016,202000,28500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
94,2024,0,28602.87081339713,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
95,2024,0,36822.96650717704,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
96,2012,185000,15000.0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
97,2023,23000,32535.88516746412,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
98,2022,7500,32500.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
99,2024,1111,34449.76076555024,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
100,2021,45000,53000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
101,2023,8300,34449.66507177034,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
102,2013,234000,27272.727272727272,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
103,2024,500,37033.49282296651,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
104,2013,169000,24900.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
105,2023,0,36363.63636363636,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
106,2024,0,64900.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
107,2019,49000,39900.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
108,2023,1111,53900.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
109,2019,23900,43000.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
110,2018,81000,43000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
111,2022,13700,31578.947368421053,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
112,2011,235000,11500.0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
113,2022,11100,33990.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
114,2020,35500,42999.0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
115,2017,72500,38000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
116,2023,1000,36900.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
117,2022,0,31849.76076555024,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
118,2022,40000,31100.47846889952,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
119,2010,200000,25000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
120,2023,22000,55000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
121,2021,128000,43500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
122,2011,382000,21500.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
123,2023,18500,30000.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
124,2020,40000,43500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
125,2013,190000,25837.32057416268,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
126,2023,0,34900.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
127,2020,102081,40191.387559808616,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
128,2011,220000,25000.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
129,2013,130000,24880.38277511962,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
130,2011,257000,24500.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
131,2021,40000,53000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,2023,0,24114.83253588517,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
133,2023,8000,52000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
134,2013,197000,14000.0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
135,2024,500,34400.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
136,2023,0,30133.014354066985,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
137,2007,220000,17224.880382775118,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
138,2017,96617,37224.88038277512,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
139,2017,93000,25741.626794258373,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
140,2016,99800,39000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
141,2020,19500,43923.44497607656,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
142,2008,130000,11952.057416267942,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
143,2023,532,32900.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
144,2023,0,30794.258373205743,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
145,2014,108000,26000.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
146,2013,230000,25000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
147,2022,26800,55000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
148,2023,0,31483.253588516745,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
149,2011,230000,25500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
150,2021,1000,60000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
151,2013,305000,24000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
152,2008,175000,19500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
153,2012,160000,13500.0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
154,2019,57000,40669.85645933014,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
155,2019,41000,36363.63636363636,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
156,2010,204000,23900.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
157,2021,41000,31578.947368421053,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
158,2022,20100,56449.76076555024,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
159,2022,14000,31000.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
160,2022,27000,57500.0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
161,2023,0,53687.36842105263,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
162,2023,0,55979.904306220094,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
163,2019,66000,32382.775119617225,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
164,2023,8000,40191.387559808616,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
165,2021,50260,25358.851674641148,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
166,2023,21000,31674.64114832536,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
167,2022,74001,33700.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
168,2023,0,57000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
169,2017,135000,33483.15789473684,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
170,2006,228000,18000.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
171,2015,80000,26000.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
172,2024,2024,39000.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
173,2018,137000,37800.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
174,2023,0,37607.65550239234,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
175,2022,2700,34900.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
176,2019,88000,41900.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
177,2020,65000,42500.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
178,2015,100000,29186.6028708134,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
179,2015,135391,19000.0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
180,2021,36400,50000.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
181,2018,115000,33500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
182,2011,230000,23000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
183,2019,62598,38000.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
184,2011,313000,20000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
185,2022,29000,32500.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
186,2023,0,30624.88038277512,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
187,2024,1000,32057.416267942583,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
188,2023,500,49900.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
189,2006,249000,16746.41148325359,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
190,2024,1000,34000.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
191,2021,28500,51000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
192,2017,118000,33500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
193,2023,0,55406.6985645933,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
194,2017,122400,36172.24880382775,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
195,2024,500,35000.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
196,2018,105000,35500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
197,2021,63437,43923.44497607656,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
198,2018,170000,38000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
199,2009,267220,23444.976076555024,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
200,2021,39000,52000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
201,2018,140880,29800.0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
202,2023,0,34162.67942583732,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
203,2023,2700,57500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
204,2023,0,61722.48803827752,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
205,2023,0,62200.95693779904,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
206,2023,0,51674.64114832536,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
207,2010,171690,20574.16267942584,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
208,2019,57000,43540.66985645933,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
209,2022,34985,30143.54066985646,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
210,2024,1111,50000.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
211,2021,23000,55000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
212,2016,94000,35500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
213,2017,74000,38500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
214,2019,50120,27655.502392344497,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
215,2015,112000,33000.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
216,2011,170000,22500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
217,1998,380000,14500.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
218,2024,0,29747.36842105263,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
219,2018,91000,40000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
220,2022,70000,47500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
221,2014,160000,17800.0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
222,2017,139000,33492.82296650718,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
223,2022,30000,34000.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
224,2010,214000,21913.875598086124,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
225,2015,130000,27000.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
226,2008,240000,19500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
227,2021,82794,38277.511961722485,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
228,2021,20000,35000.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
229,2006,327000,19200.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
230,2023,0,36172.24880382775,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
231,2022,52397,23827.75119617225,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
232,2024,500,49500.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
233,2024,0,54736.84210526316,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
234,1999,351000,13500.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
235,2023,13000,53000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
236,2021,59000,46500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
237,2021,23900,43000.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
238,2022,74005,33700.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
239,2023,4500,28900.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
240,2021,60000,25837.32057416268,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
241,2019,70154,42000.0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
242,2016,41000,38000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
243,2023,1111,38000.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
244,2008,220000,20574.16267942584,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
245,2020,52000,38500.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
246,2019,85291,31900.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
247,2024,1111111,28612.44019138756,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
248,2024,10000,39900.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
249,2012,320000,22500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
250,2013,129500,19900.0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
251,2024,0,32057.416267942583,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
252,2011,130000,12000.0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
253,2012,220000,25000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
254,2020,54000,43062.2009569378,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
255,2020,81700,40500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
256,2024,0,34500.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
257,2018,57000,42000.0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
258,2012,300000,24000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
259,2023,6900,28325.35885167464,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
260,2017,149000,37000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
261,2008,171000,23000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
262,2016,214000,37000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
263,2023,12000,65000.0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
264,2021,45000,28611.48325358852,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
265,2021,35000,28000.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
266,2024,600,36500.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
267,2019,80000,42000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
268,2022,97500,29000.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
269,2023,5900,54500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
270,2023,0,53687.36842105263,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
271,2006,230000,17500.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
272,2024,555,41000.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
